"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
Y3N5I96K,book,2007,"Lardellier, Pascal; Ricaud, Philippe",Le réseau pensant: pour comprendre la société numérique,,978-2-915552-25-6,,,,,2007,2025-11-07 11:50:12,2025-11-07 11:50:12,,,190,,,,,Le réseau pensant,Collection Sociétés,,,,Editions universitaires de Dijon,Dijon,fr,,,,,,,,,,,,,,,,"Lardellier, Pascal; Ricaud, Philippe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLZ9ERMZ,book,1979,,La pratique des ordinateurs dans la critique des textes. Actes du colloque de Paris (29-31 mars 1978),,,,,http://www.persee.fr/web/revues/home/prescript/article/antiq_0770-2817_1982_num_51_1_2078_t1_0509_0000_2,,1979,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,CNRS,Paris,fr,,,,,,,,,,,,obj_Text; goal_Analysis; act_RelationalAnalysis; goal_Enrichment; t_Collation; t_Stemmatology,"Irigoin, Jean; Zarri, Gian Piero",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7QD9NDHB,book,2010,"Cardon, Dominique",La démocratie Internet: promesses et limites,,978-2-02-102691-7,,,http://www.amazon.fr/La-d%C3%A9mocratie-Internet-Promesses-limites/dp/2021026914,"Disparition de l'espace privé, incitation à la diffamation, menaces sur l'avenir de la presse: dans de nombreux débats, Internet fait figure de coupable. Mais, bien plus qu'un média de communication et d'information, Internet est une forme politique à part entière. En décloisonnant le débat et en l'ouvrant à de nouveaux participants, Internet renouvelle les possibilités de critique et d'action. Surtout, le web constitue à l'échelle planétaire un laboratoire d'expériences démocratiques: auto-organisation des citoyens, délibération élargie à de nouveaux publics, mise en place de collectifs transnationaux, socialisation du savoir, etc. Internet ne permet pas seulement de communiquer davantage; il élargit formidablement l'espace public et transforme la nature même de la démocratie. Avant de la célébrer ou de la dénigrer, il faut penser la révolution numérique.",2010,2025-11-07 11:50:12,2025-11-07 11:50:12,,,101,,,,,La démocratie Internet,,,,,Seuil,Paris,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXNV5YUP,book,2010,"Alpaydin, Ethem",Introduction to machine learning,,978-0-262-01243-0,,,http://mitpress.mit.edu/books/introduction-machine-learning,"The goal of machine learning is to program computers to use example data or past experience to solve a given problem. Many successful applications of machine learning exist already, including systems that analyze past sales data to predict customer behavior, optimize robot behavior so that a task can be completed using minimum resources, and extract knowledge from bioinformatics data. Introduction to Machine Learning is a comprehensive textbook on the subject, covering a broad array of topics not usually included in introductory machine learning texts. In order to present a unified treatment of machine learning problems and solutions, it discusses many methods from different fields, including statistics, pattern recognition, neural networks, artificial intelligence, signal processing, control, and data mining. All learning algorithms are explained so that the student can easily move from the equations in the book to a computer program. The text covers such topics as supervised learning, Bayesian decision theory, parametric methods, multivariate methods, multilayer perceptrons, local models, hidden Markov models, assessing and comparing classification algorithms, and reinforcement learning. New to the second edition are chapters on kernel machines, graphical models, and Bayesian estimation; expanded coverage of statistical tests in a chapter on design and analysis of machine learning experiments; case studies available on the Web (with downloadable results for instructors); and many additional exercises. All chapters have been revised and updated. Introduction to Machine Learning can be used by advanced undergraduates and graduate students who have completed courses in computer programming, probability, calculus, and linear algebra. It will also be of interest to engineers in the field who are concerned with the application of machine learning methods.",2010,2025-11-07 11:50:12,2025-11-07 11:50:12,,,537,,,,,,Adaptive computation and machine learning,,,,MIT Press,"Cambridge, Mass",en,,,,,,,,,,,,AnalyzeStatistically; obj_AnyObject; *****,,,,,,,,,,,,,,,,,,,,2nd ed,,,,,,,,,,,,,,,,,,,,,,,,,,
9A2MT7JQ,book,1990,"Orlandi, Tito",Informatica umanistica,,978-88-430-0887-2,,,http://books.google.com/books?id=XHrDPAAACAAJ,,1990,2025-11-07 11:50:12,2025-11-07 11:50:12,,,188,,,,,,Studi superiori,,,,Nuova Italia scientifica,Roma,it,,,,,,,,,,,,meta_GiveOverview; obj_DigitalHumanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37CXPZ8K,book,2012,,L'Édition du manuscrit,,,,,,"Cet ouvrage expose la relation tissée entre l'archive patrimoniale du conservateur, la valorisation scientifique assumée par le chercheur et la transmission des savoirs dont l'éditeur est garant. Il réunit des généticiens du texte, des conservateurs, des éditeurs, chacun faisant part de son expérience concernant la numérisation, l'appropriation des manuscrits et l'édition de genèse.",2012,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,L'Harmattan,Paris,fr,,,,,,,,,,,,act_Publishing; t_Encoding; obj_Manuscripts,"Cresson, Aurèle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDAMLSHD,book,2007,"Galina, Isabel; Ordoñez, C.",Introducción a la edición digital,,,,,http://www.anatomiadelaedicion.com/wordpress/wp-content/uploads/2010/01/manual-de-edicion-digital-1.pdf,,2007,2025-11-07 11:50:12,2025-11-07 11:50:12,,,128,,,,,,Colección Biblioteca del Editor,,,,"Dirección General de Publicaciones y Fomento Editorial, UNAM",Mexico City,es,,,,,,,,,,,,obj_Text; goal_Enrichment; act_Editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32U4JXHH,book,1991,"Jesser, Barbara",Interaktive Melodieanalyse: Methodik und Anwendung computergestützter Analyseverfahren in Musikethnologie und Volksliedforschung: typologiche Untersuchung der Balladenforschung des DVA,,978-3-261-04360-3,,,,Thesis (PhD level),1991,2025-11-07 11:50:12,2025-11-07 11:50:12,,,308,,,,,,Studien zur Volksliedforschung,12,,,Lang,Bern ; Frankfurt am Main[u.a.],de,,,,,,,"Essen, Univ., Diss., 1990",,,,,AnalyzeStatistically; obj_Music; AnalyzeQualitatively,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9I8Y98CP,book,2010,"Orlandi, Tito",Informatica testuale : teoria e prassi,,978-88-420-9379-4,,,http://www.ibs.it/code/9788842093794/orlandi-tito/informatica-testuale-teoria.html,"Tito Orlandi propone una sintesi chiara delle metodologie che governano l'applicazione degli strumenti informatici in ambito testuale, in particolar modo si occupa della cosiddetta testualità riflessa o mediata, ossia di quei testi concepiti per essere diffusi su supporto cartaceo e solo in un secondo momento essere riprodotti in un ambiente informatico, così da diventare anche testi digitali. L'informatica nel suo impatto con le applicazioni umanistiche ha avuto infatti conseguenze innovative e in costante mutamento. Il vasto mondo che ruota attorno alla funzione, produzione e ricezione del testo sta subendo una trasformazione radicale dovuta alle tecnologie, ma pochi sono in grado di apprezzarne compiutamente le origini e le ricadute sulla letteratura tutta. Il volume, insieme alla considerazione teorica del tema, offre una guida pratica alle procedure applicative sempre valide, nonostante i quotidiani cambiamenti nelle macchine informatiche.",2010,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,Informatica testuale,,,,,Laterza,Roma ; Bari,it,,,,,,,,,,,,meta_GiveOverview; obj_DigitalHumanities; X-CHECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6GVLSMXT,book,2007,"Brossaud, Claire; Reber, Bernard","Humanités numériques : Volume 1, Nouvelles technologies cognitives et épistémologie",,978-2-7462-1661-7,,,,,2007,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,Humanités numériques,,,,,Hermes Science Publications,Paris,fr,,,,,,,,,,,,meta_GiveOverview; obj_DigitalHumanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9P4T5UIU,book,2005,,"Geschichte und Neue Medien in Forschung, Archiven, Bibliotheken und Museen. Tagungsband .hist 2003",,,,,http://edoc.hu-berlin.de/histfor/7_I/,,2005,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,2,,,,,,,,Clio-Online,,de,,,,,,,,,,,,meta_GiveOverview; act_Discovering; X-CHECK,"Burckhardt, Daniel; Hohls, Rüdiger; Ziegeldorf, Vera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZJ3K4A7,book,2004,"Lessig, Lawrence",Free Culture,,,,,http://www.free-culture.cc/,,2004,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Penuin,New York,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7I5YUQ6U,book,1977,"Tukey, John W",Exploratory data analysis,,978-0-201-07616-5,,,,,1977,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Addison-Wesley Pub. Co.,"Reading, Mass.",en,,,,,,,,,,,,meta_GiveOverview; AnalyzeStatistically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCNXJEF7,book,2013,"Neuroth, Heike, Lossau, Norbert, Rapp, Andrea",Evolution der Informationsinfrastruktur Forschung und Entwicklung als Kooperation von Bibliothek und Fachwissenschaft,,978-3-86488-043-8,,,http://webdoc.sub.gwdg.de/univerlag/2013/Neuroth_Festschrift.pdf,,2013,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,"Hülsbusch, W",Glückstadt,de,,,,,,,,,,,,obj_VREs; goal_Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA3NPSAX,book,2005,"McCarty, Willard",Humanities computing,,978-1-4039-3504-5,,,"http://www.mccarty.org.uk/essays/McCarty,%20Humanities%20computing.pdf",,2005,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Palgrave Macmillan,Basingstoke & New York,en,,,,,,,,,,,,meta_GiveOverview; obj_DigitalHumanities; act_Conceptualizing; obj_Methods; act_Modeling; *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2ZJUPSH,book,2012,"Hayles, N. Katherine",How we think : digital media and contemporary technogenesis,,978-0-226-32140-0 978-0-226-32142-4,,,,"""How do we think? "" N. Katherine Hayles poses this question at the beginning of this bracing exploration of the idea that we think through, with, and alongside media. As the age of print passes and new technologies appear every day, this proposition has become far more complicated, particularly for the traditionally print-based disciplines in the humanities and qualitative social sciences. With a rift growing between digital scholarship and its print-based counterpart, Hayles argues for contemporary technogenesis-the belief that humans and technics are coevolving-and advocates for what she calls comparative media studies, a new approach to locating digital work within print traditions and vice versa. Hayles examines the evolution of the field from the traditional humanities and how the digital humanities are changing academic scholarship, research, teaching, and publication. She goes on to depict the neurological consequences of working in digital media, where skimming and scanning, or ""hyper reading,"" and analysis through machine algorithms are forms of reading as valid as close reading once was. Hayles contends that we must recognize all three types of reading and understand the limitations and possibilities of each. In addition to illustrating what a comparative media perspective entails, Hayles explores the technogenesis spiral in its full complexity. She considers the effects of early databases such as telegraph code books and confronts our changing perceptions of time and space in the digital age, illustrating this through three innovative digital productions-Steve Tomasula's electronic novel, T.O.C.; Steven Hall's The Raw Shark Texts; and Mark Z. Danielewski's Only Revolutions. Deepening our understanding of the extraordinary transformative powers digital technologies have placed in the hands of humanists, How We Think presents a cogent rationale for tackling the challenges facing the humanities today.",2012,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,How we think,,,,,The University of Chicago Press,Chicago; London,en,,,,,,,,,,,,meta_GiveOverview; obj_DigitalHumanities; act_Conceptualizing; obj_Methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YJ4GDN9X,book,2012,,Hacking the Academy. New Approaches to Scholarship and Teaching from Digital Humanities,,,,,,,2012,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,DigitalCultureBooks,,,,University of Michigan Press,Ann Arbor,en,,,,,,,,,,,,meta_GiveOverview; meta_Teaching; obj_DigitalHumanities; meta_Assessing,"Cohen, Dan; Scheinfeldt, Tom",,,,,,,,,,,,,,,,,,,Digital Edition,,,,,,,,,,,,,,,,,,,,,,,,,,
PZUQWSVH,book,2005,"Moretti, Franco","Graphs, maps, trees: abstract models for a literary history",,978-1-84467-026-0,,,,"Professor Franco Moretti argues heretically that literature scholars should stop reading books and start counting, graphing, and mapping them instead. He insists that such a move could bring new luster to a tired field, one that in some respects is among ""the most backwards disciplines in the academy."" Literary study, he argues, has been random and unsystematic. For any given period scholars focus on a select group of a mere few hundred texts: the canon. As a result, they have allowed a narrow distorting slice of history to pass for the total picture.Moretti offers bar charts, maps, and time lines instead, developing the idea of ""distant reading,"" set forth in his path-breaking essay ""Conjectures on World Literature,"" into a full-blown experiment in literary historiography, where the canon disappears into the larger literary system. Charting entire genres'the epistolary, the gothic, and the historical novel'as well as the literary output of countries such as Japan, Italy, Spain, and Nigeria, he shows how literary history looks significantly different from what is commonly supposed and how the concept of aesthetic form can be radically redefined.",2005,2025-11-07 11:50:12,2025-11-07 11:50:12,,,140,,,,,"Graphs, maps, trees",,,,,Verso,,en,,,,,,,,,,,,obj_Literature; AnalyzeStatistically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
